"date","team1","team1Text","team2","team2Text","venue","IdCupSeason","CupName","team1Score","team2Score","statText","resText","team1PenScore","team2PenScore"
"19500407","CHI","Chile","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",1,5,"","1-5",,
"19500409","CHI","Chile","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",2,1,"","2-1",,
"19500416","BEL","Belgium","NED","Netherlands","Antwerp, Belgium","2000010101","Friendly",2,0,"","2-0",,
"19500426","SCO","Scotland","SUI","Switzerland","Glasgow, Scotland","2000010101","Friendly",3,1,"","3-1",,
"19500430","PAR","Paraguay","URU","Uruguay","Rio De Janeiro, Brazil","2000010101","Friendly",3,2,"","3-2",,
"19500430","HUN","Hungary","TCH","Czechoslovakia","Budapest, Hungary","2000010101","Friendly",5,0,"","5-0",,
"19500501","ALB","Albania","POL","Poland","Tirana, Albania","2000010101","Friendly",0,0,"","0-0",,
"19500506","BRA","Brazil","URU","Uruguay","Sao Paulo, Brazil","2000010101","Friendly",3,4,"","3-4",,
"19500507","BRA","Brazil","PAR","Paraguay","Rio De Janeiro, Brazil","2000010101","Friendly",2,0,"","2-0",,
"19500510","BEL","Belgium","IRL","Republic of Ireland","Brussels, Belgium","2000010101","Friendly",5,1,"","5-1",,
"19500513","BRA","Brazil","PAR","Paraguay","Sao Paulo, Brazil","2000010101","Friendly",3,3,"","3-3",,
"19500514","POR","Portugal","ENG","England","Lisbon, Portugal","2000010101","Friendly",3,5,"","3-5",,
"19500514","POL","Poland","ROU","Romania","Wroclaw, Poland","2000010101","Friendly",3,3,"","3-3",,
"19500514","BRA","Brazil","URU","Uruguay","Rio De Janeiro, Brazil","2000010101","Friendly",3,2,"","3-2",,
"19500514","AUT","Austria","HUN","Hungary","Vienna, Austria","2000010101","Friendly",5,3,"","5-3",,
"19500518","BRA","Brazil","URU","Uruguay","Rio De Janeiro, Brazil","2000010101","Friendly",1,0,"","1-0",,
"19500518","BEL","Belgium","ENG","England","Brussels, Belgium","2000010101","Friendly",1,4,"","1-4",,
"19500521","ROU","Romania","TCH","Czechoslovakia","Bucharest, Romania","2000010101","Friendly",1,1,"","1-1",,
"19500521","POR","Portugal","SCO","Scotland","Lisbon, Portugal","2000010101","Friendly",2,2,"","2-2",,
"19500527","FRA","France","SCO","Scotland","Colombes, France","2000010101","Friendly",0,1,"","0-1",,
"19500528","YUG","Yugoslavia","DEN","Denmark","Belgrade, Serbia","2000010101","Friendly",5,1,"","5-1",,
"19500528","TUR","Turkey","IRN","IR Iran","Istanbul, Turkey","2000010101","Friendly",6,1,"","6-1",,
"19500604","POL","Poland","HUN","Hungary","Warsaw, Poland","2000010101","Friendly",2,5,"","2-5",,
"19500604","BEL","Belgium","FRA","France","Brussels, Belgium","2000010101","Friendly",4,1,"","4-1",,
"19500604","ALB","Albania","BUL","Bulgaria","Tirana, Albania","2000010101","Friendly",2,1,"","2-1",,
"19500608","SWE","Sweden","NED","Netherlands","Stockholm, Sweden","2000010101","Friendly",4,1,"","4-1",,
"19500611","SUI","Switzerland","YUG","Yugoslavia","Berne, Switzerland","2000010101","Friendly",0,4,"","0-4",,
"19500611","FIN","Finland","NED","Netherlands","Helsinki, Finland","2000010101","Friendly",4,1,"","4-1",,
"19500622","DEN","Denmark","NOR","Norway","Copenhagen, Denmark","2000010101","Friendly",4,0,"","4-0",,
"19500624","RSA","South Africa","AUS","Australia","Durban, South Africa","2000010101","Friendly",3,2,"","3-2",,
"19500701","RSA","South Africa","AUS","Australia","Johannesburg, South Africa","2000010101","Friendly",2,1,"","2-1",,
"19500708","RSA","South Africa","AUS","Australia","Port Elizabeth, South Africa","2000010101","Friendly",1,2,"","1-2",,
"19500723","RSA","South Africa","AUS","Australia","Cape Town, South Africa","2000010101","Friendly",0,2,"","0-2",,
"19500815","NOR","Norway","LUX","Luxembourg","Bergen, Norway","2000010101","Friendly",2,2,"","2-2",,
"19500827","BUL","Bulgaria","TCH","Czechoslovakia","Sofia, Bulgaria","2000010101","Friendly",1,2,"","1-2",,
"19500827","FIN","Finland","DEN","Denmark","Helsinki, Finland","2000010101","Friendly",1,2,"","1-2",,
"19500903","SWE","Sweden","YUG","Yugoslavia","Stockholm, Sweden","2000010101","Friendly",1,2,"","1-2",,
"19500907","FIN","Finland","YUG","Yugoslavia","Helsinki, Finland","2000010101","Friendly",3,2,"","3-2",,
"19500910","DEN","Denmark","YUG","Yugoslavia","Copenhagen, Denmark","2000010101","Friendly",1,4,"","1-4",,
"19500910","NOR","Norway","FIN","Finland","Oslo, Norway","2000010101","Friendly",4,1,"","4-1",,
"19500917","TCH","Czechoslovakia","ALB","Albania","Prague, Czech Republic","2000010101","Friendly",3,0,"","3-0",,
"19500924","HUN","Hungary","ALB","Albania","Budapest, Hungary","2000010101","Friendly",12,0,"","12-0",,
"19500924","NOR","Norway","SWE","Sweden","Oslo, Norway","2000010101","Friendly",1,3,"","1-3",,
"19500924","FIN","Finland","SWE","Sweden","Helsinki, Finland","2000010101","Friendly",0,1,"","0-1",,
"19501007","NIR","Northern Ireland","ENG","England","Belfast, Northern Ireland","2000010101","Friendly",1,4,"","1-4",,
"19501008","ROU","Romania","ALB","Albania","Bucharest, Romania","2000010101","Friendly",6,0,"","6-0",,
"19501008","AUT","Austria","YUG","Yugoslavia","Vienna, Austria","2000010101","Friendly",7,2,"","7-2",,
"19501015","SUI","Switzerland","NED","Netherlands","Basel, Switzerland","2000010101","Friendly",7,5,"","7-5",,
"19501015","SWE","Sweden","DEN","Denmark","Stockholm, Sweden","2000010101","Friendly",4,0,"","4-0",,
"19501021","WAL","Wales","SCO","Scotland","Cardiff, Wales","2000010101","Friendly",1,3,"","1-3",,
"19501022","POL","Poland","TCH","Czechoslovakia","Warsaw, Poland","2000010101","Friendly",1,4,"","1-4",,
"19501026","IRN","IR Iran","AFG","Afghanistan","Amjadiah, Bahrain","2000010101","Friendly",4,0,"","4-0",,
"19501028","ISR","Israel","TUR","Turkey","Tel Aviv, Israel","2000010101","Friendly",5,1,"","5-1",,
"19501029","HUN","Hungary","AUT","Austria","Budapest, Hungary","2000010101","Friendly",4,3,"","4-3",,
"19501030","BUL","Bulgaria","POL","Poland","Sofia, Bulgaria","2000010101","Friendly",0,1,"","0-1",,
"19501101","FRA","France","BEL","Belgium","Colombes, France","2000010101","Friendly",3,3,"","3-3",,
"19501101","SCO","Scotland","NIR","Northern Ireland","Glasgow, Scotland","2000010101","Friendly",6,1,"","6-1",,
"19501105","YUG","Yugoslavia","NOR","Norway","Belgrade, Serbia","2000010101","Friendly",4,0,"","4-0",,
"19501105","AUT","Austria","DEN","Denmark","Vienna, Austria","2000010101","Friendly",5,1,"","5-1",,
"19501112","SUI","Switzerland","SWE","Sweden","Geneva, Switzerland","2000010101","Friendly",4,2,"","4-2",,
"19501112","BUL","Bulgaria","HUN","Hungary","Sofia, Bulgaria","2000010101","Friendly",1,1,"","1-1",,
"19501112","BEL","Belgium","NED","Netherlands","Antwerp, Belgium","2000010101","Friendly",7,2,"","7-2",,
"19501115","ENG","England","WAL","Wales","Sunderland, England","2000010101","Friendly",4,2,"","4-2",,
"19501122","FRG","Germany FR","SUI","Switzerland","Stuttgart, Germany","2000010101","Friendly",1,0,"","1-0",,
"19501122","ENG","England","YUG","Yugoslavia","London, England","2000010101","Friendly",2,2,"","2-2",,
"19501126","IRL","Republic of Ireland","NOR","Norway","Dublin, Ireland","2000010101","Friendly",2,2,"","2-2",,
"19501203","TUR","Turkey","ISR","Israel","Istanbul, Turkey","2000010101","Friendly",3,2,"","3-2",,
"19501210","FRA","France","NED","Netherlands","Colombes, France","2000010101","Friendly",5,2,"","5-2",,
"19501213","SCO","Scotland","AUT","Austria","Glasgow, Scotland","2000010101","Friendly",0,1,"","0-1",,
"19510206","FRA","France","YUG","Yugoslavia","Paris, France","2000010101","Friendly",2,1,"","2-1",,
"19510218","ESP","Spain","SUI","Switzerland","Madrid, Spain","2000010101","Friendly",6,3,"","6-3",,
"19510225","CRC","Costa Rica","NCA","Nicaragua","Panama City, Panama","2000010101","Friendly",8,1,"","8-1",,
"19510227","PAN","Panama","CRC","Costa Rica","Panama City, Panama","2000010101","Friendly",2,0,"","2-0",,
"19510228","PAN","Panama","NCA","Nicaragua","Panama City, Panama","2000010101","Friendly",4,0,"","4-0",,
"19510302","PAN","Panama","CRC","Costa Rica","Panama City, Panama","2000010101","Friendly",1,1,"","1-1",,
"19510303","CRC","Costa Rica","NCA","Nicaragua","Panama City, Panama","2000010101","Friendly",4,1,"","4-1",,
"19510304","PAN","Panama","NCA","Nicaragua","Panama City, Panama","2000010101","Friendly",6,2,"","6-2",,
"19510304","IND","India","IDN","Indonesia","New Delhi, India","2000010101","Friendly",3,0,"","3-0",,
"19510304","IRN","IR Iran","MYA","Burma","New Delhi, India","2000010101","Friendly",2,0,"","2-0",,
"19510307","IND","India","AFG","Afghanistan","New Delhi, India","2000010101","Friendly",3,0,"","3-0",,
"19510307","IRN","IR Iran","JPN","Japan","New Delhi, India","2000010101","Friendly",0,0,"","0-0",,
"19510307","NIR","Northern Ireland","WAL","Wales","Belfast, Northern Ireland","2000010101","Friendly",1,2,"","1-2",,
"19510309","IRN","IR Iran","JPN","Japan","New Delhi, India","2000010101","Friendly",3,2,"","3-2",,
"19510309","JPN","Japan","AFG","Afghanistan","New Delhi, India","2000010101","Friendly",2,0,"","2-0",,
"19510311","IND","India","IRN","IR Iran","New Delhi, India","2000010101","Friendly",1,0,"","1-0",,
"19510408","POR","Portugal","ITA","Italy","Lisbon, Portugal","2000010101","Friendly",1,4,"","1-4",,
"19510414","ENG","England","SCO","Scotland","London, England","2000010101","Friendly",2,3,"","2-3",,
"19510415","SUI","Switzerland","FRG","Germany FR","Zurich, Switzerland","2000010101","Friendly",2,3,"","2-3",,
"19510415","NED","Netherlands","BEL","Belgium","Amsterdam, Netherlands","2000010101","Friendly",5,4,"","5-4",,
"19510506","ITA","Italy","YUG","Yugoslavia","Milan, Italy","2000010101","Friendly",0,0,"","0-0",,
"19510509","ENG","England","ARG","Argentina","London, England","2000010101","Friendly",2,1,"","2-1",,
"19510512","WAL","Wales","POR","Portugal","Cardiff, Wales","2000010101","Friendly",2,1,"","2-1",,
"19510512","SCO","Scotland","DEN","Denmark","Glasgow, Scotland","2000010101","Friendly",3,1,"","3-1",,
"19510512","NIR","Northern Ireland","FRA","France","Belfast, Northern Ireland","2000010101","Friendly",2,2,"","2-2",,
"19510513","IRL","Republic of Ireland","ARG","Argentina","Dublin, Ireland","2000010101","Friendly",0,1,"","0-1",,
"19510516","WAL","Wales","SUI","Switzerland","Wrexham, England","2000010101","Friendly",3,2,"","3-2",,
"19510516","SCO","Scotland","FRA","France","Glasgow, Scotland","2000010101","Friendly",1,0,"","1-0",,
"19510519","ENG","England","POR","Portugal","Liverpool, England","2000010101","Friendly",5,2,"","5-2",,
"19510520","BEL","Belgium","SCO","Scotland","Brussels, Belgium","2000010101","Friendly",0,5,"","0-5",,
"19510527","HUN","Hungary","POL","Poland","Budapest, Hungary","2000010101","Friendly",6,0,"","6-0",,
"19510527","AUT","Austria","SCO","Scotland","Vienna, Austria","2000010101","Friendly",4,0,"","4-0",,
"19510530","NOR","Norway","IRL","Republic of Ireland","Oslo, Norway","2000010101","Friendly",2,3,"","2-3",,
"19510603","ITA","Italy","FRA","France","Genoa, Italy","2000010101","Friendly",4,1,"","4-1",,
"19510606","NED","Netherlands","NOR","Norway","Rotterdam, Netherlands","2000010101","Friendly",2,3,"","2-3",,
"19510610","SWE","Sweden","TUR","Turkey","Stockholm, Sweden","2000010101","Friendly",3,1,"","3-1",,
"19510610","BEL","Belgium","ESP","Spain","Brussels, Belgium","2000010101","Friendly",3,3,"","3-3",,
"19510617","FRG","Germany FR","TUR","Turkey","Berlin West, Germany","2000010101","Friendly",1,2,"","1-2",,
"19510617","SWE","Sweden","ESP","Spain","Stockholm, Sweden","2000010101","Friendly",0,0,"","0-0",,
"19510617","POR","Portugal","BEL","Belgium","Lisbon, Portugal","2000010101","Friendly",1,1,"","1-1",,
"19510617","DEN","Denmark","AUT","Austria","Copenhagen, Denmark","2000010101","Friendly",3,3,"","3-3",,
"19510624","YUG","Yugoslavia","SUI","Switzerland","Belgrade, Serbia","2000010101","Friendly",7,3,"","7-3",,
"19510629","ISL","Iceland","SWE","Sweden","Reykjavik, Iceland","2000010101","Friendly",4,3,"","4-3",,
"19510726","NOR","Norway","ISL","Iceland","Trondheim, Norway","2000010101","Friendly",3,1,"","3-1",,
"19510816","FIN","Finland","NOR","Norway","Helsinki, Finland","2000010101","Friendly",1,1,"","1-1",,
"19510823","NOR","Norway","YUG","Yugoslavia","Oslo, Norway","2000010101","Friendly",2,4,"","2-4",,
"19510902","YUG","Yugoslavia","SWE","Sweden","Belgrade, Serbia","2000010101","Friendly",2,1,"","2-1",,
"19510902","SWE","Sweden","FIN","Finland","Stockholm, Sweden","2000010101","Friendly",3,2,"","3-2",,
"19510916","NOR","Norway","DEN","Denmark","Oslo, Norway","2000010101","Friendly",2,0,"","2-0",,
"19510923","AUT","Austria","FRG","Germany FR","Vienna, Austria","2000010101","Friendly",0,2,"","0-2",,
"19510930","SWE","Sweden","NOR","Norway","Gothenburg, Sweden","2000010101","Friendly",3,4,"","3-4",,
"19510930","DEN","Denmark","FIN","Finland","Copenhagen, Denmark","2000010101","Friendly",1,0,"","1-0",,
"19511003","ENG","England","FRA","France","London, England","2000010101","Friendly",2,2,"","2-2",,
"19511006","NIR","Northern Ireland","SCO","Scotland","Belfast, Northern Ireland","2000010101","Friendly",0,3,"","0-3",,
"19511014","SUI","Switzerland","FRA","France","Geneva, Switzerland","2000010101","Friendly",1,2,"","1-2",,
"19511014","BEL","Belgium","AUT","Austria","Brussels, Belgium","2000010101","Friendly",1,8,"","1-8",,
"19511014","GRE","Greece","SYR","Syria","Alexandria, United States","2000010101","Friendly",4,0,"","4-0",,
"19511016","EGY","Egypt","SYR","Syria","Alexandria, United States","2000010101","Friendly",8,0,"","8-0",,
"19511017","IRL","Republic of Ireland","FRG","Germany FR","Dublin, Ireland","2000010101","Friendly",3,2,"","3-2",,
"19511018","EGY","Egypt","GRE","Greece","Alexandria, United States","2000010101","Friendly",0,2,"","0-2",,
"19511020","WAL","Wales","ENG","England","Cardiff, Wales","2000010101","Friendly",1,1,"","1-1",,
"19511021","DEN","Denmark","SWE","Sweden","Copenhagen, Denmark","2000010101","Friendly",3,1,"","3-1",,
"19511027","NED","Netherlands","FIN","Finland","Rotterdam, Netherlands","2000010101","Friendly",4,4,"","4-4",,
"19511101","FRA","France","AUT","Austria","Colombes, France","2000010101","Friendly",2,2,"","2-2",,
"19511104","LUX","Luxembourg","FIN","Finland","Luxembourg, Luxembourg","2000010101","Friendly",3,0,"","3-0",,
"19511111","ITA","Italy","SWE","Sweden","Florence, Italy","2000010101","Friendly",1,1,"","1-1",,
"19511114","TUR","Turkey","SWE","Sweden","Istanbul, Turkey","2000010101","Friendly",1,0,"","1-0",,
"19511114","ENG","England","NIR","Northern Ireland","London, England","2000010101","Friendly",2,0,"","2-0",,
"19511114","SCO","Scotland","WAL","Wales","Glasgow, Scotland","2000010101","Friendly",0,1,"","0-1",,
"19511118","HUN","Hungary","FIN","Finland","Budapest, Hungary","2000010101","Friendly",8,0,"","8-0",,
"19511121","TUR","Turkey","FRG","Germany FR","Istanbul, Turkey","2000010101","Friendly",0,2,"","0-2",,
"19511125","NED","Netherlands","BEL","Belgium","Rotterdam, Netherlands","2000010101","Friendly",6,7,"","6-7",,
"19511125","SUI","Switzerland","ITA","Italy","Lugano, Switzerland","2000010101","Friendly",1,1,"","1-1",,
"19511125","GRE","Greece","EGY","Egypt","Athens, Greece","2000010101","Friendly",1,0,"","1-0",,
"19511128","ENG","England","AUT","Austria","London, England","2000010101","Friendly",2,2,"","2-2",,
"19511223","FRG","Germany FR","LUX","Luxembourg","Essen, Germany","2000010101","Friendly",4,1,"","4-1",,
"19520715","ROU","Romania","HUN","Hungary","Turku, Finland","197058","FIFA competition team final",1,2,"","1-2",,
"19520715","DEN","Denmark","GRE","Greece","Tampere, Finland","197058","FIFA competition team final",2,1,"","2-1",,
"19520715","POL","Poland","FRA","France","","197058","FIFA competition team final",2,1,"","2-1",,
"19520715","URS","Soviet Union","BUL","Bulgaria","Kotka, Finland","197058","FIFA competition team final",2,1,,,,
"19520715","YUG","Yugoslavia","IND","India","Helsinki, Finland","197058","FIFA competition team final",10,1,"","10-1",,
"19520716","LUX","Luxembourg","GBR","Great Britain","","197058","FIFA competition team final",5,3,,,,
"19520716","NED","Netherlands","BRA","Brazil","Turku, Finland","197058","FIFA competition team final",1,5,"","1-5",,
"19520716","EGY","Egypt","CHI","Chile","Kotka, Finland","197058","FIFA competition team final",5,4,"","5-4",,
"19520716","ITA","Italy","USA","USA","Tampere, Finland","197058","FIFA competition team final",8,0,"","8-0",,
"19520719","FIN","Finland","AUT","Austria","Helsinki, Finland","197058","FIFA competition team final",3,4,"","3-4",,
"19520720","FRG","Germany FR","EGY","Egypt","Turku, Finland","197058","FIFA competition team final",3,1,"","3-1",,
"19520720","BRA","Brazil","LUX","Luxembourg","Kotka, Finland","197058","FIFA competition team final",2,1,"","2-1",,
"19520720","YUG","Yugoslavia","URS","Soviet Union","Tampere, Finland","197058","FIFA competition team final",5,5,"","5-5",,
"19520721","HUN","Hungary","ITA","Italy","Helsinki, Finland","197058","FIFA competition team final",3,0,"","3-0",,
"19520721","SWE","Sweden","NOR","Norway","Tampere, Finland","197058","FIFA competition team final",4,1,"","4-1",,
"19520721","TUR","Turkey","ANT","Netherlands Antilles","","197058","FIFA competition team final",2,1,"","2-1",,
"19520721","DEN","Denmark","POL","Poland","Turku, Finland","197058","FIFA competition team final",2,0,"","2-0",,
"19520722","YUG","Yugoslavia","URS","Soviet Union","Tampere, Finland","197058","FIFA competition team final",3,1,"","3-1",,
"19520723","SWE","Sweden","AUT","Austria","Helsinki, Finland","197058","FIFA competition team final",3,1,"","3-1",,
"19520724","FRG","Germany FR","BRA","Brazil","Helsinki, Finland","197058","FIFA competition team final",4,2,,,,
"19520724","HUN","Hungary","TUR","Turkey","Kotka, Finland","197058","FIFA competition team final",7,1,"","7-1",,
"19520725","YUG","Yugoslavia","DEN","Denmark","Helsinki, Finland","197058","FIFA competition team final",5,3,"","5-3",,
"19520728","HUN","Hungary","SWE","Sweden","Helsinki, Finland","197058","FIFA competition team final",6,0,"","6-0",,
"19520729","YUG","Yugoslavia","FRG","Germany FR","Helsinki, Finland","197058","FIFA competition team final",3,1,"","3-1",,
"19520801","SWE","Sweden","FRG","Germany FR","Helsinki, Finland","197058","FIFA competition team final",2,0,"","2-0",,
"19520802","YUG","Yugoslavia","HUN","Hungary","Helsinki, Finland","197058","FIFA competition team final",0,2,"","0-2",,
"19520224","BEL","Belgium","ITA","Italy","Brussels, Belgium","2000010101","Friendly",2,0,"","2-0",,
"19520229","GRE","Greece","TUR","Turkey","Athens, Greece","2000010101","Friendly",3,1,"","3-1",,
"19520316","CHI","Chile","PAN","Panama","Santiago De Chile, Chile","2000010101","Friendly",6,1,"","6-1",,
"19520319","WAL","Wales","NIR","Northern Ireland","Swansea, Wales","2000010101","Friendly",3,0,"","3-0",,
"19520323","AUT","Austria","BEL","Belgium","Vienna, Austria","2000010101","Friendly",2,0,"","2-0",,
"19520323","PER","Peru","PAN","Panama","Santiago De Chile, Chile","2000010101","Friendly",7,1,"","7-1",,
"19520323","MEX","Mexico","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",1,3,"","1-3",,
"19520326","CHI","Chile","MEX","Mexico","Santiago De Chile, Chile","2000010101","Friendly",4,0,"","4-0",,
"19520326","FRA","France","SWE","Sweden","Paris, France","2000010101","Friendly",0,1,"","0-1",,
"19520330","PER","Peru","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",2,5,"","2-5",,
"19520402","CHI","Chile","PER","Peru","Santiago De Chile, Chile","2000010101","Friendly",3,2,"","3-2",,
"19520402","PAK","Pakistan","IRN","IR Iran","Karachi, Pakistan","2000010101","Friendly",0,0,"","0-0",,
"19520405","SCO","Scotland","ENG","England","Glasgow, Scotland","2000010101","Friendly",1,2,"","1-2",,
"19520406","BEL","Belgium","NED","Netherlands","Antwerp, Belgium","2000010101","Friendly",4,2,"","4-2",,
"19520406","URU","Uruguay","PAN","Panama","Santiago De Chile, Chile","2000010101","Friendly",6,1,"","6-1",,
"19520406","MEX","Mexico","BRA","Brazil","Santiago De Chile, Chile","2000010101","Friendly",0,2,"","0-2",,
"19520410","MEX","Mexico","PAN","Panama","Santiago De Chile, Chile","2000010101","Friendly",4,2,"","4-2",,
"19520410","BRA","Brazil","PER","Peru","Santiago De Chile, Chile","2000010101","Friendly",0,0,"","0-0",,
"19520413","CHI","Chile","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",2,0,"","2-0",,
"19520413","BRA","Brazil","PAN","Panama","Santiago De Chile, Chile","2000010101","Friendly",5,0,"","5-0",,
"19520416","BRA","Brazil","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",4,2,"","4-2",,
"19520420","MEX","Mexico","PER","Peru","Santiago De Chile, Chile","2000010101","Friendly",0,3,"","0-3",,
"19520420","CHI","Chile","BRA","Brazil","Santiago De Chile, Chile","2000010101","Friendly",0,3,"","0-3",,
"19520420","LUX","Luxembourg","FRG","Germany FR","Luxembourg, Luxembourg","2000010101","Friendly",0,3,"","0-3",,
"19520420","FRA","France","POR","Portugal","Paris, France","2000010101","Friendly",3,0,"","3-0",,
"19520430","SCO","Scotland","USA","USA","Glasgow, Scotland","2000010101","Friendly",6,0,"","6-0",,
"19520504","FRG","Germany FR","IRL","Republic of Ireland","Cologne, Germany","2000010101","Friendly",3,0,"","3-0",,
"19520507","AUT","Austria","IRL","Republic of Ireland","Vienna, Austria","2000010101","Friendly",6,0,"","6-0",,
"19520511","ROU","Romania","TCH","Czechoslovakia","Bucharest, Romania","2000010101","Friendly",3,1,"","3-1",,
